,g__Porphyromonas,g__Akkermansia,g__Coprococcus,g__Treponema,g__Streptococcus,g__Pseudoalteromonas,g__Fusobacterium,g__Staphylococcus,g__Actinomyces,g__Catonella,g__Neisseria,g__Leptotrichia,g__Bacillus,g__Lactococcus,g__Mobiluncus,g__Aerococcus,g__Dialister,g__Corynebacterium,g__Acinetobacter,g__Pseudomonas,g__Lactobacillus,g__Enterococcus,g__Kingella,g__Mannheimia,g__Bifidobacterium,g__Moraxella,g__Peptococcus,g__Mycobacterium,g__Sneathia,g__Haemophilus,g__Capnocytophaga,g__Conchiformibius,g__Prevotella,g__Anaerostipes,g__Acidaminococcus,g__Aggregatibacter,g__Rothia,g__Veillonella,g__Bacteroides,g__Lautropia,g__Kocuria,g__Shuttleworthia,g__Granulicatella,g__Tannerella,g__Megasphaera,g__Schwartzia,g__Geobacillus,g__Dorea,g__Campylobacter,g__Oribacterium,g__Ruminococcus,g__Acholeplasma,g__Actinobacillus,g__Atopobium,g__Parvimonas,g__Vagococcus,g__Pasteurella,g__Thauera,g__Erwinia,g__Scardovia,g__Gallibacterium,g__Anaerococcus,g__Butyrivibrio,g__Thermus,g__Alloscardovia,g__Peptostreptococcus,g__Bulleidia,g__Paludibacter,g__Desulfobulbus,g__Sharpea,g__Clostridium,g__Mogibacterium,g__Chelonobacter,g__Slackia,g__Selenomonas,g__Tetragenococcus,g__Gemella,g__Mycoplasma,g__Peptoniphilus,g__Serratia,g__Arcanobacterium,g__Lonepinella,g__Blautia,g__Micrococcus,g__Streptobacillus,g__Halomonas,g__Filifactor,g__Necropsobacter,g__Cardiobacterium,g__Eikenella,g__Arthrobacter,g__Cloacibacterium,g__Anaerovorax,g__Chryseobacterium,g__Listeria,g__Pedobacter,g__Bergeriella,g__Enterobacter
11808.4239.SALB.W2V11,1272,0,8,4,24412,0,2405,20,15780,63,909,455,14,4,5,5,128,540,26,1,43,43,346,9,22,0,0,0,0,6430,1738,0,88567,5,1,315,2697,19467,247,1062,25,10,1035,12,936,0,0,1,884,854,0,2,54,234,32,19,37,0,0,90,7,28,0,0,0,105,4,0,0,2,25,1757,0,50,1060,1,2092,3,40,3,6,1,4,1,5,0,4,7,181,77,2,0,0,14,0,3,1,2
11808.4251.SALB.W2V11,400,0,2,60,7629,1,2489,2,1561,18,368,144,10,3,1,2,45,179,6,0,39,9,45,17,91,1,0,2,0,12544,194,0,27438,2,0,438,4463,8524,115,5,6,3,248,92,172,0,0,1,274,1410,0,1,80,108,4,4,130,0,0,32,14,8,0,0,0,23,1,0,0,0,7,76,0,3,46,0,1521,2,12,2,0,1,3,1,4,1,11,21,14,7,3,0,0,1,0,4,0,3
11808.4262.SALB.W2V11,474,0,2,140,4366,0,3099,2,947,4,14338,147,4,3,0,2,13,150,3,1,6,7,90,12,16,0,1,0,0,10861,1063,0,21026,0,0,460,2440,4615,56,695,4,3,110,28,8,0,0,0,234,673,0,1,73,13,11,3,46,0,0,8,6,11,0,0,0,67,4,0,1,0,4,31,1,0,107,0,456,1,11,1,0,1,0,0,4,1,26,48,123,73,2,0,0,5,0,3,3,2
11808.4273.SALB.W2V11,917,0,2,42,23568,5,2995,14,4181,30,79476,585,14,7,1,6,40,1914,9,2,32,22,584,57,31,4,0,2,1,39060,3419,3,27053,1,0,1736,8666,13616,96,4836,15,4,851,39,19,0,0,0,442,1276,0,2,228,17,21,8,141,4,1,1,40,10,0,0,0,30,4,0,3,0,8,105,2,1,107,0,1388,5,27,10,1,2,5,1,4,0,11,33,2545,466,4,0,0,11,0,5,22,9
11808.4307.SALB.W2V11,917,0,4,83,12804,3,25509,11,1981,80,5009,648,11,3,1,8,193,563,2,1,12,16,77,35,14,0,4,1,1,25432,1357,0,87489,2,0,799,6966,22524,338,1198,15,4,748,22,356,0,0,1,985,4332,0,2,125,100,223,9,131,1,1,17,16,31,1,0,1,123,5,0,0,0,13,680,1,5,645,1,3502,274,41,4,0,3,5,1,24,0,39,10,109,102,3,0,0,1,0,1,1,3
11808.4329.SALB.W2V11,694,0,1,658,32436,1,1667,8,4362,62,4046,2033,13,10,0,6,306,2210,8,42,34,27,108,14,52,4,2,1,1,9720,1874,0,8829,3,1,771,5180,6964,38,288,10,1,563,192,76,0,0,0,595,599,0,1,61,69,71,11,55,0,0,33,7,15,0,0,4,6,1,0,0,0,14,22,0,6,594,1,455,48,20,2,5,1,2,1,4,0,78,14,74,43,4,0,0,1,1,1,1,2
11808.4419.SALB.W2V11,64,0,0,24,902,0,1077,1,465,0,2361,148,2,0,0,1,5,213,1,0,3,1,20,2,9,0,0,0,1,1501,867,0,5272,0,0,400,440,1570,25,390,1,5,13,53,24,0,0,0,53,151,0,0,5,20,21,1,6,0,1,1,0,3,0,0,0,15,9,0,0,0,2,77,0,0,189,0,90,16,4,1,0,0,0,0,2,0,15,1,97,90,0,0,0,1,0,0,0,0
11808.4420.SALB.W2V11,239,0,1,49,12780,2,2260,6,2430,1,2758,302,8,4,1,3,145,521,2,0,63,17,137,27,14,0,0,0,0,24157,766,0,5780,1,1,596,5298,5402,25,1004,10,25,333,6,85,0,0,0,149,519,0,2,119,97,3,6,117,0,0,46,15,11,0,0,0,7,1,0,0,0,9,152,0,4,258,0,1083,0,13,4,1,4,5,1,1,0,1,592,49,25,2,0,0,0,0,0,0,3
11808.4442.SALB.W2V11,495,0,6,132,24844,1,20257,6,4160,72,11697,833,11,4,2,2,429,990,3,1,28,18,379,44,23,1,1,1,1,24085,10850,0,40201,6,0,4594,4538,19234,149,5804,6,83,467,60,545,0,0,3,674,1606,1,3,121,163,318,4,158,0,1,24,10,23,0,0,0,109,11,1,0,0,9,224,1,19,373,0,6813,174,40,8,1,2,6,0,23,0,23,18,562,2804,1,2,0,12,0,1,4,7
11808.4521.SALB.W2V11,1564,0,7,600,18542,1,7599,5,3797,294,63999,963,13,7,1,2,396,708,8,3,36,26,466,16,112,4,4,2,0,11001,2601,2,133268,2,3,684,11559,27369,410,2286,18,71,991,1582,1707,0,0,2,1899,3427,0,1,80,461,152,5,48,1,0,4,11,26,1,0,0,71,12,0,1,0,10,463,1,15,1207,0,2002,122,39,1,0,0,3,4,24,1,14,164,137,367,6,3,0,62,1,8,18,2
11808.4532.SALB.W2V11,906,0,1,283,5961,1,4967,4,1699,108,20382,932,13,3,0,2,542,1155,10,1,25,10,307,15,52,1,1,2,0,9289,2369,1,41190,2,1,1581,3196,6949,123,4045,4,56,416,404,263,0,0,0,336,974,0,0,56,189,228,5,52,1,0,74,2,12,1,0,2,126,48,0,10,0,10,355,0,25,459,0,634,77,19,3,1,1,2,0,4,0,104,99,119,197,1,0,0,4,0,6,8,6
11808.4565.SALB.W2V11,1874,0,1,418,59384,1,3281,5,6334,149,11685,2641,18,14,0,7,116,3894,1,0,80,41,2396,21,18,4,1,0,2,15601,5154,2,21991,1,0,1251,30484,13613,51,1595,27,9,1287,194,111,0,0,1,636,1297,0,1,95,112,143,13,85,0,0,8,16,18,0,0,333,52,5,0,10,0,8,171,0,11,1260,2,2623,0,39,2,2,1,1,7,7,0,5,50,2795,1563,18,1,0,34,1,0,5,2
11808.4611.SALB.W2V11,650,0,4,86,14997,1,8608,25,2940,37,19798,491,9,4,1,5,63,459,3,2,24,16,106,26,31,13,1,1,1,15447,4709,0,33415,4,1,592,7536,18044,152,1083,9,4,603,61,99,0,0,2,698,1586,1,2,88,65,125,10,71,0,0,2,8,26,0,0,3,57,54,0,0,1,20,260,1,4,412,1,1733,14,35,3,2,2,9,1,9,1,82,79,215,344,2,0,0,7,0,2,7,1
11808.4622.SALB.W2V11,285,0,3,33,6877,1,4272,6,3547,45,14043,194,10,2,3,5,8,567,5,5,17,16,153,12,24,0,1,1,0,10410,676,0,106318,2,1,218,3058,19198,283,701,5,8,635,39,1602,0,0,1,520,3016,0,1,51,210,21,9,60,0,1,1,5,22,1,0,0,102,3,0,0,0,11,613,0,3,1019,0,833,10,32,2,1,0,6,2,1,4,10,163,59,52,2,0,0,1,0,3,3,2
11808.4655.SALB.W2V11,937,0,0,182,2943,0,648,0,2017,6,268,500,5,1,0,0,115,341,2,1,25,3,29,1,284,0,0,0,3,973,135,0,11194,0,0,69,1307,1916,65,260,3,23,75,918,246,0,0,0,359,36,0,0,9,93,62,0,3,0,0,4,1,2,0,0,1,32,22,0,26,0,2,109,0,5,118,0,131,85,8,0,0,0,4,0,2,0,233,3,14,20,0,0,0,1,0,1,0,0
11808.4666.SALB.W2V11,358,0,1,1455,9415,0,2584,51,2222,165,866,842,8,4,1,2,550,722,4,0,13,9,175,12,145,2,1,1,0,9301,1967,0,13142,3,0,375,2672,5987,82,1033,7,41,303,405,523,0,0,0,1162,575,0,1,69,174,154,7,47,0,0,27,8,21,1,0,134,70,4,0,0,0,12,265,0,28,438,0,2371,64,73,3,1,1,3,0,5,0,11,17,63,58,2,0,0,2,0,2,0,2
11808.4677.SALB.W2V11,181,1,1,172,19809,2,3491,4,884,6,27591,285,16,3,2,3,80,535,10,3,29,24,256,34,39,1,0,1,58,22306,1531,1,10374,1,0,1147,6667,9059,42,1423,6,3,433,109,8,0,0,0,317,296,0,1,144,25,51,6,151,0,0,7,9,15,0,0,0,25,13,0,6,0,8,101,0,7,179,0,1588,23,18,5,1,2,2,1,8,0,67,28,153,131,1,0,0,4,0,3,6,5
11808.4688.SALB.W2V11,362,0,0,60,1309,0,876,0,215,4,4724,22,0,0,0,0,10,51,2,0,3,0,48,4,11,6,0,0,0,2569,347,0,1218,0,0,323,637,483,18,45,2,2,53,77,1,0,0,0,48,48,0,0,12,4,20,1,14,0,0,0,1,0,0,0,0,19,0,0,0,0,1,10,0,0,1,0,293,0,2,0,0,0,2,0,3,0,44,3,54,77,0,0,0,0,0,2,2,1
11808.4712.SALB.W2V11,507,0,1,219,11053,1,4814,4,5417,40,24352,735,13,3,4,3,250,400,3,0,32,23,463,35,124,0,3,0,1,19184,649,1,55804,2,0,478,5684,10402,180,2268,7,8,779,162,261,0,0,1,468,1383,0,1,148,177,13,7,58,2,0,175,10,8,1,0,0,49,8,0,0,0,7,261,0,12,511,1,1585,17,22,4,4,1,2,1,5,0,44,11,213,120,1,0,0,4,1,2,5,4
11808.4734.SALB.W2V11,297,0,2,491,45085,1,5060,7,4988,28,12776,1332,18,13,0,10,362,1536,38,32,28,67,224,23,31,0,1,0,1,19627,977,0,25139,5,1,1042,21008,35354,65,3957,264,3,797,369,836,0,0,2,1016,2589,1,3,95,225,165,15,134,0,1,4,9,27,3,0,0,15,4,1,0,0,31,227,0,44,654,3,4155,117,31,5,1,2,5,6,5,1,4,54,65,176,8,0,0,2,0,0,7,61
11808.4745.SALB.W2V11,799,0,4,15,45843,4,26423,30,4366,83,144400,223,26,15,1,24,90,1653,11,27,78,84,884,144,34,114,0,1,0,74364,26671,5,31926,12,3,2338,23904,19654,133,5738,23,7,1982,119,572,0,0,2,3050,1631,1,8,879,45,244,43,313,4,1,5,38,62,0,0,0,59,10,1,1,0,58,238,2,3,444,1,6861,89,78,12,6,8,11,7,34,21,59,537,522,1574,13,1,0,18,0,6,47,136
11808.4756.SALB.W2V11,1039,0,3,1853,22166,1,5919,10,4441,101,10847,1061,19,16,1,5,662,882,11,85,101,36,1007,30,398,0,1,0,0,26164,1741,1,44004,2,1,1887,25113,16156,277,205,35,85,613,1074,162,0,0,1,1267,1692,0,2,145,898,250,12,111,0,4,461,29,22,3,0,0,47,12,1,40,0,13,512,0,23,1747,1,3376,29,32,5,1,2,5,5,10,1,78,276,165,214,10,0,0,9,1,0,2,6
11808.4778.SALB.W2V11,314,1,6,22,53744,1,3385,70,2345,40,71167,48,18,10,1,35,117,419,4,1,313,121,244,26,62,8,1,0,2,20946,459,1,100450,26,1,720,11556,21363,251,776,16,17,1859,18,246,0,0,3,175,875,1,13,142,169,75,86,79,0,0,97,39,122,1,0,0,97,13,1,0,0,126,1061,0,5,14,1,5928,3,139,4,4,2,16,4,7,1,11,107,90,253,7,1,0,8,1,0,20,4
11808.4802.SALB.W2V11,944,0,3,726,34234,2,32966,13,5906,57,19233,1172,17,10,1,11,228,388,4,1,59,35,262,58,153,2,1,1,5,43005,1531,3,103991,5,0,1398,12848,35514,260,169,22,48,1136,357,1038,0,0,2,775,2055,1,3,218,269,208,20,212,0,1,21,14,44,2,0,0,233,16,0,16,0,29,860,1,5,409,2,5963,18,62,7,2,4,7,7,38,0,277,107,88,187,9,0,0,14,0,5,5,8
11808.4813.SALB.W2V11,228,0,0,17,4578,1,2337,1,436,2,1419,72,1,0,0,1,26,57,1,0,8,2,39,9,16,0,0,0,0,5925,459,0,13055,0,0,324,1358,3271,59,231,4,7,104,31,35,0,0,0,66,180,0,0,42,22,15,2,60,0,0,0,14,5,0,0,0,21,2,0,0,0,3,33,0,2,18,1,449,0,6,1,0,1,1,0,2,0,15,20,14,41,0,0,0,1,0,0,1,1
11808.4824.SALB.W2V11,157,0,3,17,20943,0,7992,7,7081,14,3930,1547,14,5,1,10,99,77,4,0,17,27,46,20,62,0,1,1,1,18837,1293,0,69177,4,1,602,4628,39639,264,1050,9,2,692,24,4502,0,0,1,788,883,0,4,97,297,61,15,124,0,0,11,22,30,0,0,2,154,7,0,0,0,22,491,0,8,1484,1,3105,15,44,3,4,2,1,1,4,0,8,20,20,68,5,0,0,0,0,2,2,4
11808.4835.SALB.W2V11,4558,0,6,1791,32555,1,15311,15,3969,85,69180,714,18,9,0,7,477,390,13,2,17,31,464,67,141,4,1,2,1,47383,1124,2,82822,3,0,1262,28446,27788,246,537,42,39,1315,1822,565,0,0,3,1423,3840,0,1,228,274,397,13,309,0,1,3,17,30,0,0,2,325,17,0,39,2,12,813,1,43,494,1,6071,141,55,10,4,4,2,6,14,0,20,63,169,319,16,0,0,12,1,3,18,10
11808.4903.SALB.W2V11,461,0,9,146,40090,1,14238,15,5736,69,11237,2231,34,14,1,15,133,1988,1,1,49,52,724,20,49,0,1,0,1,18781,1798,0,138496,8,2,599,26403,48581,296,3451,32,30,1865,87,1891,0,0,5,1429,4799,0,4,90,504,253,26,90,0,0,8,10,66,2,0,8,432,18,0,1,1,36,1572,0,24,1693,2,7734,256,109,4,2,2,12,5,21,0,79,17,338,139,8,1,0,10,2,1,4,6
11808.4925.SALB.W2V11,135,0,1,188,8308,0,1634,3,2011,36,2813,239,4,1,0,1,102,500,4,7,13,11,1158,7,7,0,0,0,0,3123,2134,0,3909,0,0,450,3706,4368,27,841,7,11,479,93,75,0,0,0,228,244,1,0,19,48,66,3,21,0,0,35,3,4,0,0,0,39,14,0,0,0,2,84,0,0,239,0,460,33,7,0,0,0,1,1,1,0,4,4,95,156,0,2,0,1,0,0,2,1
11808.4969.SALB.W2V11,249,0,1,111,4797,2,3821,1,1310,45,16730,614,7,2,0,1,29,401,6,2,7,11,221,11,23,0,1,0,1,9122,1385,1,17042,1,0,509,2753,4991,49,799,5,4,269,29,150,0,0,1,908,743,0,0,65,19,19,1,59,0,0,1,14,10,0,0,0,15,12,0,0,0,2,244,1,0,504,0,763,8,19,1,2,1,3,1,6,0,25,4,135,202,1,0,0,4,0,2,3,2
11808.4970.SALB.W2V11,628,0,10,244,21983,0,16498,7,8397,75,9736,1557,16,6,9,8,821,594,4,1,71,22,862,28,317,6,4,1,2,18925,2282,0,204970,3,4,1605,2823,77782,703,383,13,38,1092,220,12393,0,0,3,2613,3287,1,2,113,898,120,11,119,0,1,105,23,41,3,0,42,141,17,1,5,0,15,2465,1,23,4210,1,2885,23,87,4,2,3,13,2,21,0,148,57,42,152,3,0,0,12,0,3,3,5
11808.4992.SALB.W2V11,1230,0,2,99,16633,2,2677,5,4520,15,30862,1104,15,3,1,5,102,1674,1,1,15,16,398,27,38,2,0,1,0,15231,1351,1,32621,3,1,1978,5600,14631,105,1450,8,9,280,203,876,0,0,2,1039,1096,0,1,115,104,30,7,92,0,0,31,8,15,1,0,78,8,10,0,0,0,11,152,1,1,624,1,1145,31,19,4,1,2,3,1,11,0,35,35,319,238,5,0,0,8,0,8,11,6
11808.5005.SALB.W2V11,36,0,2,74,29681,0,113,5,4428,16,769,357,14,7,1,3,35,76,6,1,633,24,1024,4,369,0,0,2,0,2062,267,1,9326,2,0,94,5054,10506,21,2,17,1,404,1,525,0,0,1,234,73,0,1,10,173,5,8,10,0,0,107,2,9,0,0,4,15,5,0,0,0,8,3,0,9,17,0,180,2,16,0,1,0,6,3,1,0,5,1,124,11,4,0,0,0,0,1,1,1
11808.5016.SALB.W2V11,343,1,1,119,38351,3,4712,8,4546,38,17540,572,17,7,1,6,315,1580,5,1,46,36,665,60,53,0,0,0,1,50362,1243,1,34025,4,0,2794,18806,21903,93,1107,31,30,922,235,146,0,0,1,235,1103,0,2,246,162,37,14,388,0,1,256,22,29,2,0,0,72,16,0,0,0,22,26,1,4,72,1,2709,9,39,13,3,4,1,5,6,0,87,46,128,260,12,0,0,9,1,4,6,12
11808.5027.SALB.W2V11,1261,0,0,218,5672,1,5126,7,1137,21,7603,794,6,2,1,1,49,299,2,0,54,7,49,9,50,4,0,1,1,6715,1583,1,3431,1,0,466,2791,2713,49,176,3,4,154,326,4,0,0,0,470,346,0,1,43,7,92,3,30,0,0,0,5,5,0,0,0,49,1,0,5,0,3,79,0,2,69,0,1246,20,11,1,1,1,6,0,5,3,22,8,77,75,1,0,0,11,0,0,2,1
11808.5038.SALB.W2V11,469,0,0,175,3256,1,328,0,359,16,2023,182,9,0,0,0,10,133,4,0,8,1,88,7,92,1,0,1,0,2181,360,0,1000,0,0,344,507,227,14,29,1,0,30,126,5,0,0,0,125,49,0,0,26,2,26,1,18,0,0,0,5,2,0,0,0,31,3,0,0,0,1,16,0,0,68,0,323,0,4,1,0,1,0,0,0,0,36,9,11,14,0,0,0,0,0,2,0,1
11808.5061.SALB.W2V11,179,0,2,307,19681,0,1935,6,1484,24,6163,870,8,5,1,2,40,446,0,3,24,22,80,13,4,0,0,0,1,9217,1740,1,5327,2,0,749,5128,3162,17,930,9,3,236,29,39,0,0,1,250,587,0,1,52,17,7,7,44,0,0,1,6,8,0,0,0,5,1,0,6,0,9,57,0,0,114,1,1385,4,13,2,1,1,2,2,5,0,43,51,90,188,3,0,1,2,0,0,2,2
11808.5117.SALB.W2V11,2513,0,3,1143,37967,2,10397,3,12397,66,14187,4115,12,7,4,7,52,2297,5,1,52,26,400,33,68,4,1,2,1,13499,6858,1,13622,1,0,9432,3029,11686,74,3132,14,9,1144,628,656,0,0,3,750,602,1,1,122,172,142,6,95,0,1,37,8,15,1,0,25,75,28,0,0,0,7,278,1,11,235,1,2467,64,28,4,3,2,6,2,44,0,204,38,209,542,3,2,0,17,0,9,8,5
11808.5128.SALB.W2V11,506,0,12,470,95010,1,8845,9,18012,155,36856,4067,23,29,2,10,206,3855,4,8,45,51,415,51,81,1,1,0,1,34889,4138,1,87777,6,5,2440,32069,46089,464,13123,45,42,1098,467,1489,0,0,5,1908,6394,1,3,166,819,118,18,182,1,2,33,11,61,2,6,4,163,39,0,28,1,23,1887,1,36,1575,1,5283,64,88,9,6,3,21,7,14,1,83,382,585,358,13,0,0,4,1,1,11,9
11808.5139.SALB.W2V11,509,1,5,223,16907,0,7386,8,4208,61,32813,1648,9,3,0,2,192,819,7,3,13,20,249,19,44,3,1,2,2,15338,3522,1,55650,2,2,1056,5422,13688,279,2192,10,5,1099,127,283,0,0,3,1423,1513,1,1,82,156,58,5,79,0,0,6,7,24,2,2,2,193,18,0,0,0,6,496,0,4,1458,0,1009,22,38,3,1,1,9,2,15,0,40,28,198,165,3,0,0,6,0,3,11,4
11808.5151.SALB.W2V11,1021,0,1,207,28042,0,3755,4,3717,75,4955,1413,12,21,0,6,195,1341,3,0,99,21,355,25,36,7,0,0,0,13384,2179,0,33673,3,1,2330,7461,9270,148,463,14,23,1872,387,104,0,0,2,740,659,1,2,114,135,48,13,91,1,0,13,15,18,0,0,0,44,17,0,2,0,11,310,1,2,358,1,2025,4,27,3,0,2,7,1,3,0,55,19,112,184,3,0,0,4,0,1,2,2
11808.5207.SALB.W2V11,214,0,2,250,8068,1,3468,66,2839,59,5531,364,12,68,2,2,250,449,2,20,40,13,96,6,162,5,0,1,0,5629,413,0,20714,1,0,165,1941,7072,64,207,3,30,275,255,129,0,0,1,460,981,0,1,27,206,25,4,34,0,0,39,4,10,2,0,0,56,2,0,0,0,6,188,0,2,782,0,625,56,30,1,1,0,1,0,6,0,31,1,35,44,1,0,0,3,0,0,3,0
11808.5229.SALB.W2V11,285,1,0,4,9072,1,3687,6,2026,9,12679,868,8,2,0,3,45,1032,1,1,18,17,761,12,37,2,0,1,0,11077,2533,1,7293,1,0,616,6405,4757,41,1585,8,3,487,2,81,0,0,0,443,485,0,1,51,48,11,6,78,1,0,2,6,8,0,0,0,8,2,0,0,0,6,58,0,1,178,1,940,0,11,2,1,0,9,0,2,1,6,47,119,188,3,0,0,6,0,0,6,2
11808.5263.SALB.W2V11,488,0,11,361,28405,1,15074,16,4982,176,105340,1130,16,7,0,11,17,2285,2,0,36,38,593,24,16,2,2,1,3,21910,10852,3,76504,12,2,1132,9604,19414,321,378,17,8,815,34,861,0,0,2,4331,1437,0,2,122,185,133,25,85,0,0,1,10,70,0,0,0,145,15,0,0,0,40,630,0,12,1907,1,2386,120,97,3,2,2,11,3,15,0,38,30,213,408,5,1,1,12,0,1,21,4
11808.5274.SALB.W2V11,27236,0,16,7489,33560,2,31605,11,12017,269,16764,5779,18,33,3,4,2333,935,7,1,296,23,186,39,220,3,7,2,15,23022,3953,0,225462,3,1,6434,19597,34620,840,250,35,150,589,5526,6643,1,0,9,3225,5590,1,5,151,837,561,6,128,0,0,37,31,70,4,0,13,753,125,1,94,0,15,4759,1,28,2126,0,8047,132,131,4,2,4,20,6,28,0,1834,20,52,318,11,1,0,8,1,3,5,4
11808.5285.SALB.W2V11,830,0,17,209,19533,2,14574,182,10939,193,13083,2371,12,6,2,20,284,1144,5,1,52,75,407,52,47,3,3,1,5,34156,1699,0,167616,19,4,2251,6647,34386,679,1080,19,39,1481,53,3431,1,0,7,2089,4729,2,7,199,465,33,48,251,0,0,7,19,118,2,0,11,373,31,0,0,0,81,3330,1,39,2075,1,1281,8,159,7,4,3,21,2,36,0,55,201,43,139,6,0,1,5,2,2,5,10
11808.5296.SALB.W2V11,1419,1,0,326,2607,0,876,2,312,18,1083,124,2,0,0,1,93,87,2,0,3,2,10,2,47,0,0,0,2,1106,110,0,2842,0,0,125,301,678,41,11,1,4,20,271,1,0,0,0,283,165,0,0,7,8,30,1,3,0,0,0,1,3,0,0,0,28,6,0,10,0,3,26,0,2,71,0,106,13,6,1,0,0,0,0,0,0,122,4,13,19,0,0,0,0,0,1,0,1
11808.5342.SALB.W2V11,141,0,1,17,1678,0,354,0,159,5,1957,104,1,1,0,1,14,22,1,0,2,2,37,2,7,1,0,0,0,1196,118,0,6156,0,0,74,692,1587,8,39,1,0,38,24,152,0,0,1,84,64,0,0,7,14,5,0,9,0,0,0,1,3,0,0,4,5,0,0,0,1,1,36,0,0,76,0,127,0,4,0,0,0,1,1,2,0,8,10,6,16,0,0,0,0,0,0,1,0
11808.5353.SALB.W2V11,684,0,0,219,2110,0,2227,3,667,20,8109,358,2,0,0,0,31,155,2,0,2,4,79,3,6,1,0,0,0,1817,574,0,10713,0,0,353,457,1517,155,220,2,6,99,94,183,0,0,0,387,158,0,0,15,14,95,2,5,0,0,0,1,5,0,0,0,46,1,0,0,0,2,144,0,0,35,0,305,0,6,0,0,0,2,0,6,0,47,2,23,106,0,0,0,6,0,0,4,0
11808.5375.SALB.W2V11,1284,0,2,365,40664,0,7232,13,5573,202,64365,731,18,10,1,6,132,4677,1,0,46,37,467,13,50,1,1,1,8,9912,4909,2,13390,5,0,1516,28538,7614,60,905,31,7,1670,244,68,0,0,3,1090,2787,0,3,52,84,142,14,73,0,0,73,6,21,2,9,0,136,4,1,14,0,20,150,0,15,329,4,6856,12,41,2,7,1,14,7,8,0,100,38,276,1007,13,0,0,7,2,8,24,2
11808.5386.SALB.W2V11,913,0,6,437,39371,3,12431,19,11987,68,39479,5249,29,9,1,34,427,3125,9,7,284,64,718,48,149,6,1,3,5,26511,9212,1,70427,13,7,2880,21719,24223,312,5909,27,48,1580,584,1402,0,0,3,1611,1145,1,7,155,370,548,48,201,1,0,7,20,77,0,0,0,149,79,0,0,0,69,1288,1,54,1205,1,5774,54,106,4,3,4,17,6,8,0,21,11,1341,808,6,2,0,6,0,10,14,6
11808.5409.SALB.W2V11,119,0,1,212,19430,0,1432,6,2224,27,1684,142,8,4,2,6,75,396,0,0,16,18,184,10,43,1,0,0,0,9060,703,0,2860,2,0,215,8278,3585,26,181,11,6,462,73,17,0,0,1,237,451,0,1,41,64,44,10,35,0,0,5,4,15,0,0,0,14,17,0,0,0,13,126,0,4,71,1,2012,22,21,1,1,1,1,1,1,0,17,11,324,40,4,0,0,1,0,0,0,1
11808.5421.SALB.W2V11,2461,0,7,57,22005,3,38890,5,3383,99,18364,1855,21,5,2,8,201,1232,5,1,42,32,376,47,20,9,5,0,3,33626,5646,4,96270,3,2,1528,6711,28077,324,5045,10,18,1248,111,214,0,0,3,1323,2895,0,2,179,122,137,12,188,0,1,2,10,39,1,0,0,243,7,3,1,0,27,167,1,2,578,1,4578,90,58,6,0,3,15,1,39,2,37,24,338,292,4,0,0,10,0,3,6,7
11808.5476.SALB.W2V11,3403,0,9,1053,26368,5,33481,53,2592,64,56082,712,18,9,2,16,279,561,2,2,75,89,298,133,28,46,2,1,14,98264,20013,3,53456,11,2,3064,12810,29931,433,204,19,11,350,736,208,0,0,1,3775,3563,1,7,453,88,238,30,486,0,1,8,50,80,1,0,2,136,57,1,5,1,52,1233,2,12,514,0,6058,142,92,14,4,8,19,3,32,0,301,78,319,1493,9,1,0,32,0,2,17,16
11808.5487.SALB.W2V11,2849,0,10,3012,25008,0,3848,5,8292,184,4583,1748,19,8,0,9,612,3256,9,0,98,30,855,16,45,2,6,1,4,11796,4420,1,132610,2,1,1452,14047,26449,443,1298,15,97,1479,1718,1734,0,0,4,4288,2725,0,1,58,476,624,11,64,0,0,4,9,34,1,0,0,504,114,0,39,0,8,2736,0,20,2961,4,2882,41,62,4,3,1,10,2,13,0,198,8,207,261,7,0,0,2,1,2,3,3
11808.5500.SALB.W2V11,127,0,1,704,5745,0,1375,2,1908,20,18345,201,5,1,0,1,67,376,1,0,9,10,84,12,16,1,0,0,0,8158,428,1,11431,1,0,331,1650,2952,39,863,2,9,151,42,78,0,0,0,458,360,0,0,38,70,13,3,51,0,0,36,8,4,0,0,0,41,1,0,0,0,3,164,0,14,68,0,974,19,12,1,0,1,3,0,1,0,12,82,79,69,1,0,0,4,0,1,5,1
